도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
수서동 작은도서관,서울특별시,강남구,작은도서관,"토,일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,6,6479,0,0,5,14,서울특별시 강남구 광평로 301-4(수서동 주민센터 2층)수서동 718-2,서울특별시 강남구청,02-3723-8553,,33,http://library.gangnam.go.kr/,37.4889022875,127.1049904235,2020-02-29,3220000,서울특별시 강남구
일원1동 작은도서관,서울특별시,강남구,작은도서관,"토,일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,2318,0,0,5,14,서울특별시 강남구 양재대로55길 14(일원1동 주민센터 1층),서울특별시 강남구청,02-3423-8366,,33,http://library.gangnam.go.kr/,37.4918534272,127.0880284367,2020-02-29,3220000,서울특별시 강남구
도곡정보문화도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한 법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,600,99134,80,2081,5,14,서울특별시 강남구 도곡로18길 57(도곡동 892-6),서울특별시 강남구청,02-2176-0780,,2930,http://library.gangnam.go.kr/,37.4883118354,127.0388786753,2020-02-29,3220000,서울특별시 강남구
논현도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한 법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,190,44910,10,0,5,14,서울특별시 강남구 학동로43길 17 (논현2문화센터 6층),서울특별시 강남구청,02-3443-7650,1764,450,http://library.gangnam.go.kr/,37.5172779092,127.0371879135,2020-02-29,3220000,서울특별시 강남구
정다운도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한 법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,66,45408,9,0,5,14,서울특별시 강남구 학동로67길 11 (청담평생학습관 3층),서울특별시 강남구청,02-512-9326,548,307,http://library.gangnam.go.kr/,37.5190982637,127.0464419045,2020-02-29,3220000,서울특별시 강남구
청담도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,72,30223,9,0,5,14,서울특별시 강남구 압구정로79길 26 (청담문화센터 7층),서울특별시 강남구청,02-540-7042,1178.9,348,http://library.gangnam.go.kr/,37.5250905784,127.0492919062,2020-02-29,3220000,서울특별시 강남구
대치도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한 법정공휴일",06:00,21:00,09:00,17:00,00:00,00:00,143,54712,88,0,5,14,서울특별시 강남구 삼성로 212 (은마상가 C블럭 2층),서울특별시 강남구청,02-565-6666,6070.9,580,http://library.gangnam.go.kr/,37.4996164902,127.0659173375,2020-02-29,3220000,서울특별시 강남구
이아이야작은도서관,서울특별시,은평구,작은도서관,법정공휴일,09:00,19:00,09:00,19:00,09:00,19:00,20,1500,34,0,0,0,서울특별시 은평구 증산서길 63-6,,,,,,37.58251157,126.9052593,2020-01-01,3110000,서울특별시 은평구
즐거운도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한 법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,94,36244,10,0,5,14,서울특별시 강남구 도곡로77길 23 (대치4문화센터 4층),서울특별시 강남구청,02-565-7533,1154,325,http://library.gangnam.go.kr/,37.4997288382,127.0578473913,2020-02-29,3220000,서울특별시 강남구
행복한도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한 법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,142,42977,9,0,5,14,서울특별시 강남구 영동대로65길 24 (대치2문화센터 3층),서울특별시 강남구청,02-567-3833,3261,434,http://library.gangnam.go.kr/,37.5023060444,127.0641871160,2020-02-29,3220000,서울특별시 강남구
역삼푸른솔도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한 법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,134,37256,7,0,5,14,서울특별시 강남구 테헤란로8길 36 (강남문화원 4층),서울특별시 강남구청,02-2051-1178,,568,http://library.gangnam.go.kr/,37.4964986404,127.0320300083,2020-02-29,3220000,서울특별시 강남구
역삼도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한 법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,115,32936,12,876,5,14,서울특별시 강남구 역삼로7길 16 (역삼1문화센터 5층),서울특별시 강남구청,02-508-1139,,396,http://library.gangnam.go.kr/,37.4953738379,127.0332824836,2020-02-29,3220000,서울특별시 강남구
논현정보도서관,서울특별시,강남구,작은도서관,"일요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,22,20456,1,0,5,14,서울특별시 강남구 학동로 169 (논현1파출소 3층),서울특별시 강남구청,02-511-7466,491,169,http://library.gangnam.go.kr/,37.5138635176,127.0293227752,2020-02-29,3220000,서울특별시 강남구
열린도서관,서울특별시,강남구,공공도서관,"첫째(셋째)월요일,일요일을 제외한 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,80,29362,0,0,5,14,서울특별시 강남구 일원로115(삼성생명빌딩B동 203호),서울특별시 강남구청,02-3412-3970,,450,http://library.gangnam.go.kr/,37.4840208691,127.0844599444,2020-02-29,3220000,서울특별시 강남구
삼성도서관,서울특별시,강남구,작은도서관,"둘째(넷째)화요일,일요일을 제외한 법정공휴일",06:00,22:00,09:00,17:00,00:00,00:00,64,22518,10,0,5,14,서울특별시 강남구 봉은사로 616 (삼성1동 주민센터 동관4층),서울특별시 강남구청,02-568-9984,,96,http://library.gangnam.go.kr/,37.5143551261,127.0626093517,2020-02-29,3220000,서울특별시 강남구
못골도서관,서울특별시,강남구,공공도서관,"둘째(넷째)화요일,일요일을 제외한 법정공휴일",08:00,22:00,08:00,22:00,00:00,00:00,196,39298,69,685,5,14,서울특별시 강남구 자곡로 116,서울특별시 강남구청,02-459-5522,4479,1056,http://library.gangnam.go.kr/,37.4715380101,127.0965825896,2020-02-29,3220000,서울특별시 강남구
못골한옥어린이도서관,서울특별시,강남구,어린이도서관,"첫째(셋째)월요일,일요일을 제외한 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,68,17788,2,0,5,14,서울특별시 강남구 자곡로 7길 3 (자곡동 607),서울특별시 강남구청,02-2226-5930,21561,372,http://library.gangnam.go.kr/,37.4733049812,127.0997276350,2020-02-29,3220000,서울특별시 강남구
글마루도서관,대전광역시,중구,작은도서관,"토,일,공휴일",10:00,19:00,00:00,00:00,00:00,00:00,24,1100,0,0,0,0,"대전광역시 중구 목중로54번길 10(중촌동, 주공아파트1단지) 상가 101호",가정지역아동센터,042-253-2982,37.52,115,,36.339355,127.4092919,2020-03-04,3650000,대전광역시 중구
금빛작은도서관,대전광역시,중구,작은도서관,공휴일,09:00,18:00,00:00,00:00,00:00,00:00,12,1590,0,0,3,15,대전광역시 중구 금동길 51-6(금동),종교시설,042-285-7020,,43,,36.24426768,127.4269517,2020-03-04,3650000,대전광역시 중구
금호새마을문고,대전광역시,중구,작은도서관,"화,목,토,일,공휴일",15:00,17:00,00:00,00:00,00:00,00:00,15,3500,2,0,3,15,대전광역시 중구 대종로 713(중촌동),금호아파트,042-255-2650,40.7,40,,36.34101031,127.4068621,2020-03-04,3650000,대전광역시 중구
깊은산속 옹달샘,대전광역시,중구,작은도서관,"토,일,공휴일",16:30,19:00,00:00,00:00,00:00,00:00,35,1600,1,0,0,0,대전광역시 중구 남달미로 85(목달동),산서지역아동센터,042-285-7188,126.36,,,36.2669069,127.4082785,2020-03-04,3650000,대전광역시 중구
꾸러기 도서관,대전광역시,중구,작은도서관,없음,11:00,18:00,00:00,00:00,10:00,15:00,10,1500,0,0,3,15,대전광역시 중구 대둔산로 271 (사정동),어깨동무지역아동센터,042-586-5591,36,50,,36.29394472,127.3832478,2020-03-04,3650000,대전광역시 중구
남대전푸른문고,대전광역시,중구,작은도서관,토요일,13:00,16:00,15:00,17:00,15:00,17:00,30,6692,0,2,3,15,대전광역시 중구 학고개로 14(옥계동),개인,042-284-7179,66,,,36.29730751,127.4540876,2020-03-04,3650000,대전광역시 중구
늘푸른도서관,대전광역시,중구,작은도서관,"토,일,공휴일",15:30,18:00,00:00,00:00,00:00,00:00,30,12000,0,0,3,15,대전광역시 중구 대종로199번길 33 (호동),늘푸른지역아동센터,042-272-3004,123,123,www.npurun.org,36.30686862,127.4440107,2020-03-04,3650000,대전광역시 중구
대전다문화아동센터 도서관,대전광역시,중구,작은도서관,토요일,10:00,17:00,00:00,00:00,14:00,17:00,40,10200,0,0,3,15,대전광역시 중구 대전천서로 467-1(은행동) 2층,대전이주여성인권센터,042-222-6242,152.9,165,,36.33019857,127.4279286,2020-03-04,3650000,대전광역시 중구
대전문화 별찌작은도서관,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,15:00,09:00,16:30,00:00,00:00,18,2127,0,0,3,15,대전광역시 중구 오류로26(오류동)2층,개인,042-253-3226,71.59,,,36.32282238,127.4049169,2020-03-04,3650000,대전광역시 중구
대전영어도서관,대전광역시,중구,작은도서관,"월,일",09:00,17:00,00:00,00:00,00:00,00:00,38,1329,0,0,3,15,"대전광역시 중구 동서대로 1455, 6층 (중촌동, 테라코빌딩)",21C 아름다운교회,042-253-7347,451.2,224.87,,36.33724508,127.4164482,2020-03-04,3650000,대전광역시 중구
대전점자도서관,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,10581,360,4717,3,15,"대전광역시 중구 서문로 10(문화동, 한밭도서관 별관1층)",법인,042-252-0055,200.87,515,cafe.daum.net/djdosg,36.30992194,127.4096805,2020-03-04,3650000,대전광역시 중구
대전효문화진흥원 효문화정보실,대전광역시,중구,작은도서관,월요일,09:30,17:30,09:30,17:00,09:30,17:00,20,1371,0,0,0,0,대전광역시 중구 뿌리공원로 45(안영동),재단법인 효문화진흥원,042-580-9000,192.49,,http://www.k-hyo.kr/bbs/board.php?bo_table=board10,36.28577006,127.3832006,2020-03-04,3650000,대전광역시 중구
대흥마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,9,2527,0,0,3,15,"대전광역시 중구 대흥로 109, 3층(대흥동)",대전광역시 대흥동주민센터,042-288-8500,42,,http://www.djjunggu.go.kr/html/dong/dong_0104.html,36.32353938,127.4243909,2020-03-04,3650000,대전광역시 중구
돌다리작은도서관(석교동마을문고),대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,15,6708,0,0,3,15,대전광역시 중구 대종로 228 (석교동),대전광역시 석교동주민센터,042-288-8560,69.3,,http://www.djjunggu.go.kr/html/dong/dong_0106.html,36.30970015,127.4424094,2020-03-04,3650000,대전광역시 중구
말하는 영어도서관,대전광역시,중구,작은도서관,일요일,09:30,17:00,09:00,13:00,00:00,00:00,20,1000,0,153,3,15,"대전광역시 중구 보문산로 345-21, 1층 102호(문화동)",개인,042-581-7199,68,,,36.31369223,127.4139729,2020-03-04,3650000,대전광역시 중구
맑은샘도서관(문화2동마을문고),대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,24,6986,0,0,3,15,대전광역시 중구 당디로6번길 90 (문화동),대전광역시 문화2동주민센터,042-288-8870,47.7,,http://www.djjunggu.go.kr/html/dong/dong_0116.html,36.30775211,127.3992408,2020-03-04,3650000,대전광역시 중구
목동 마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,56,4560,0,0,3,15,대전광역시 중구 목중로39번길39(목동),대전광역시 목동주민센터,042-288-8440,150.54,,http://www.djjunggu.go.kr/html/dong/dong_0102.html,36.33588124,127.4084938,2020-03-04,3650000,대전광역시 중구
목동어린이도서관,대전광역시,중구,작은도서관,"일,공휴일",10:00,18:00,10:00,15:00,00:00,00:00,24,3300,2,0,0,0,대전광역시 중구 목중로35번길 29(목동),한우리논술학원,042-253-3226,42.1,60,,36.33583062,127.4091959,2020-03-04,3650000,대전광역시 중구
문창동마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,10,1450,0,0,3,15,대전광역시 중구 보문로20번길 38 (문창동),대전광역시 중구 문창동주민센터,042-288-8530,42.9,,http://www.djjunggu.go.kr/html/dong/dong_0105.html,36.31620428,127.4379198,2020-03-04,3650000,대전광역시 중구
문창비젼문고,대전광역시,중구,작은도서관,없음,10:30,18:00,14:00,18:00,14:00,18:00,10,1200,0,3,0,0,대전광역시 중구 보문로30번길 49 (문창동),문창지역아동센터,042-251-9004,55,33,,36.31607996,127.436395,2020-03-04,3650000,대전광역시 중구
문화1동마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,15,4963,0,0,3,15,대전광역시 중구 문화로 195 (문화동),대전광역시 문화1동주민센터,042-288-8840,86.495,,http://www.djjunggu.go.kr/html/dong/dong_0115.html,36.31534058,127.4064547,2020-03-04,3650000,대전광역시 중구
버드내작은도서관(유천2동마을문고),대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,14,6174,0,0,3,15,대전광역시 중구 유천로48번길 34(유천동),대전광역시 유천2동주민센터,042-288-8810,177.64,,http://www.djjunggu.go.kr/html/dong/dong_0114.html,36.31726362,127.3998919,2020-03-04,3650000,대전광역시 중구
복된문고,대전광역시,중구,작은도서관,"일,공휴일",11:00,17:00,11:00,17:00,00:00,00:00,30,3110,1,0,0,0,대전광역시 중구 산성로16번길 24(산성동),중부지역아동센터,042-581-4302,42.25,68,,36.3057684,127.3919069,2020-03-04,3650000,대전광역시 중구
부사동 마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,5364,0,0,3,15,대전광역시 중구 보문로68번길 20 (부사동),대전광역시 부사동주민센터,042-288-8630,43.2,,http://www.djjunggu.go.kr/html/dong/dong_0108.html,36.31425553,127.4336574,2020-03-04,3650000,대전광역시 중구
사랑의 문고,대전광역시,중구,작은도서관,월요일,10:00,17:00,10:00,17:00,09:00,17:00,25,1580,3,0,3,15,대전광역시 중구 수침로106번길 20(태평동),대전주민의교회,042-524-1009,48.38,66,,36.32904345,127.3999783066,2020-03-04,3650000,대전광역시 중구
산성마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,5858,0,0,3,15,대전광역시 중구 대둔산로 403 (산성동),대전광역시 중구 산성동주민센터,042-288-8900,60.02,,http://www.djjunggu.go.kr/html/dong/dong_0117.html,36.3054145,127.3861307,2020-03-04,3650000,대전광역시 중구
새마음 작은도서관,대전광역시,중구,작은도서관,"토,일,공휴일",10:00,20:00,00:00,00:00,00:00,00:00,28,1582,0,0,3,15,대전광역시 중구 대둔산로 449(산성동) 3층,새마음지역아동센터,042-582-1020,36,34.48,,36.30931506,127.3875255,2020-03-04,3650000,대전광역시 중구
성락작은도서관,대전광역시,중구,작은도서관,"토,일,공휴일",13:00,18:00,00:00,00:00,00:00,00:00,18,14712,25,0,3,15,대전광역시 중구 선화로 43번길 13(용두동),성락종합사회복지관,042-254-6396,101.3,69.74,www.sunglak.org,36.3276193,127.4126771,2020-03-04,3650000,대전광역시 중구
성민도서관,대전광역시,중구,작은도서관,"일, 공휴일",10:00,15:00,10:00,14:00,00:00,00:00,50,2610,0,0,3,15,대전광역시 중구 선화서로 118 (선화동),성민지역아동센터,042-223-5024,217,,cafe.daum.net/daejeonsungmin,36.33371387,127.4149484,2020-03-04,3650000,대전광역시 중구
센트럴파크2단지문고,대전광역시,중구,작은도서관,"토,일,공휴일",13:30,17:30,00:00,00:00,00:00,00:00,16,7983,0,0,3,15,"대전광역시 중구 서문로 96 (문화동, 센트럴파크2단지아파트)",센터럴파크2단지아파트,042-320-7633,61,83,,36.3170138242,127.410162,2020-03-04,3650000,대전광역시 중구
알짬마을도서관,대전광역시,중구,작은도서관,"일,공휴일",13:00,18:00,10:00,13:00,00:00,00:00,20,7157,3,0,3,15,"대전광역시 중구 대종로224번길 8, 2층(석교동)",마을단위/회원,042-283-7778,102,,,36.30960412,127.4430782,2020-03-04,3650000,대전광역시 중구
어린이책 읽새 골목길 작은도서관,대전광역시,중구,작은도서관,"목,일,공휴일",10:00,19:00,10:00,14:00,00:00,00:00,30,3800,2,0,3,15,대전광역시 중구 계룡로918번길 44-6(문화동),개인,042-242-0313,115.35,79.2,,36.3200209,127.4125113,2020-03-04,3650000,대전광역시 중구
열두광주리어린이도서관,대전광역시,중구,작은도서관,"토,일,공휴일",10:00,19:00,00:00,00:00,00:00,00:00,25,2500,30,0,3,15,대전광역시 중구 수침로55번길 25 (태평동),열두광주리지역아동센터,042-537-5012,105,105,,36.32494829,127.3992874,2020-03-04,3650000,대전광역시 중구
오류동 삼성아파트도서관,대전광역시,중구,작은도서관,"토,일,공휴일",14:00,17:00,00:00,00:00,00:00,00:00,26,8751,0,16,3,15,"대전광역시 중구 계룡로 852(오류동, 삼성아파트)",오류동삼성아파트,042-345-2717,180,101.48,,36.32526429,127.4066358,2020-03-04,3650000,대전광역시 중구
오류동마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,3617,0,0,3,15,대전광역시 중구 오류로 56 (오류동),대전광역시 오류동주민센터,042-288-8690,38.6,,http://www.djjunggu.go.kr/html/dong/dong_0110.html,36.32537676,127.4038728,2020-03-04,3650000,대전광역시 중구
용두동 마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,22,4350,0,0,3,15,대전광역시 중구 동서대로1322번길 111 (용두동),대전광역시 용두동주민센터,042-288-8660,72.7,,http://www.djjunggu.go.kr/html/dong/dong_0109.html,36.32516572,127.4103958908,2020-03-04,3650000,대전광역시 중구
유천어린이도서관,대전광역시,중구,작은도서관,"토,일,공휴일",10:00,20:00,00:00,00:00,00:00,00:00,20,3000,10,90,3,15,대전광역시 중구 계백로 1546(유천동),유천지역아동센터,042-584-1424,75.63,60,,36.3166783277,127.3919643543,2020-03-04,3650000,대전광역시 중구
은포작은도서관,대전광역시,중구,작은도서관,월요일,16:00,18:00,09:00,18:00,09:00,18:00,15,1200,0,0,3,15,대전광역시 중구 유천로 132번길 75(태평동),종교시설,042-537-3917,213.1,101.65,,36.32530956,127.3994405,2020-03-04,3650000,대전광역시 중구
은행선화동마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,4100,0,0,3,15,대전광역시 중구 보문로 337번길 33(선화동),대전광역시 은행선화동주민센터,042-288-8400,40,,http://www.djjunggu.go.kr/html/dong/dong_0101.html,36.3324064,127.4166624,2020-03-04,3650000,대전광역시 중구
주안문고,대전광역시,중구,작은도서관,"일, 공휴일",10:00,20:00,10:00,16:00,00:00,00:00,12,1912,0,0,0,0,"대전광역시 중구 대둔산로488, 2층(산성동)",주안지역아동센터,042-583-1139,38,39.6,,36.31243342,127.3892941,2020-03-04,3650000,대전광역시 중구
중촌동마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,6,3462,0,0,0,0,대전광역시 중구 대종로 663-7(중촌동),대전광역시 중촌동주민센터,042-288-8470,37,,http://www.djjunggu.go.kr/html/dong/dong_0103.html,36.33890175,127.4124255,2020-03-04,3650000,대전광역시 중구
중촌마을어린이도서관(짜장),대전광역시,중구,작은도서관,"월,일,공휴일",10:00,18:00,10:00,15:00,00:00,00:00,25,7450,2,0,3,15,대전광역시 중구 목중로 70번길 15(중촌동),마을단위/회원,042-226-3534,99.54,83.1,http://cafe.naver.com/jjajang,36.33930284,127.4078553,2020-03-04,3650000,대전광역시 중구
짝꿍마을어린이도서관,대전광역시,중구,작은도서관,"월,일,공휴일",10:00,18:00,10:00,15:00,00:00,00:00,6,8118,2,5,3,15,대전광역시 중구 수침로 55번길 36(태평동),마을단위/회원,042-383-3330,96.9,118,,36.32536089,127.3988944,2020-03-04,3650000,대전광역시 중구
청춘 책방(책 한그릇),대전광역시,중구,작은도서관,월요일,14:00,19:00,13:00,18:00,13:00,18:00,20,2552,1,15,0,0,대전광역시 중구 선화로119번길 16-3(선화동),청소년단체 청춘,042-221-7098,53.4,64.1,,36.33106204,127.4200696,2020-03-04,3650000,대전광역시 중구
태평1동 마을문고,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,6877,0,0,3,15,대전광역시 중구 동서대로 1234 (태평동),대전광역시 태평1동주민센터,042-288-8720,150.42,,http://www.djjunggu.go.kr/html/dong/dong_0111.html,36.32609984,127.3970844,2020-03-04,3650000,대전광역시 중구
푸른솔문고,대전광역시,중구,작은도서관,"일,공휴일",10:00,19:00,10:00,15:00,00:00,00:00,18,2100,5,0,3,15,대전광역시 중구 보문로 184(대흥동),푸른솔지역아동센터,042-226-6009,51.07,,,36.31934235,127.4249785,2020-03-04,3650000,대전광역시 중구
하하호호 어린이도서관,대전광역시,중구,작은도서관,토요일,14:00,19:00,00:00,00:00,13:00,16:00,18,2700,0,0,3,15,대전광역시 중구 선화로 53번길 43(선화동),빈들지역아동센터,042-226-9004,,,,36.3291476,127.413735,2020-03-04,3650000,대전광역시 중구
한마음문고,대전광역시,중구,작은도서관,"월,일,공휴일",10:00,22:00,00:00,00:00,00:00,00:00,25,1800,0,0,0,0,"대전광역시 중구 보문산로177번길 41-11, (문화동)",한마음교회,042-585-1332,60.56,,,36.30789915,127.3998076,2020-03-04,3650000,대전광역시 중구
한마음작은도서관,대전광역시,중구,작은도서관,"토,일,공휴일",10:00,22:00,00:00,00:00,00:00,00:00,90,1625,70,0,3,15,"대전광역시 중구 대흥로 26, 6층 (대사동, 인산헌빌딩)",개인,042-222-4655,171.7,,http://cafe.daum.net/hanyahak,36.32193474,127.4168516,2020-03-04,3650000,대전광역시 중구
한빛작은도서관,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:30,00:00,00:00,00:00,00:00,30,6000,0,0,3,3,대전광역시 중구 유천로102번길 53(유천동),개인,042-482-7470,72.8,145.5,,36.32240629,127.3991955,2020-03-04,3650000,대전광역시 중구
해바라기문고,대전광역시,중구,작은도서관,"토,일,공휴일",10:00,20:00,00:00,00:00,00:00,00:00,15,1500,2,11,0,0,"대전광역시 중구 태평로 118, 노성빌딩 2층 (태평동)",태평지역아동센터,042-524-3790,90,34,,36.32698487,127.3956519,2020-03-04,3650000,대전광역시 중구
효문화마을관리원 효 독서체험관,대전광역시,중구,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,3869,0,0,0,0,대전광역시 중구 뿌리공원로 47(안영동),효문화관리원,042-288-8200,56365,105,,36.2859964595,127.3836984487,2020-03-04,3650000,대전광역시 중구
하늘꿈작은도서관,대전광역시,중구,작은도서관,"토,일,공휴일",10:00,22:00,00:00,00:00,00:00,00:00,90,2443,31,0,3,15,"대전광역시 중구 대흥로 26, 6층(대사동)",한마음야학,042-222-4655,,171.7,http://cafe.daum.net/hanyahak,36.32193634,127.4168469,2020-03-04,3650000,대전광역시 중구
(재)대전평생교육진흥원,대전광역시,중구,작은도서관,"일,공휴일",09:00,18:00,09:00,18:00,00:00,00:00,24,2500,0,0,0,0,"대전광역시 중구 보문로 287, 1층(선화동)",(재)대전평생교육진흥원,042-250-2716,,49.92,,36.32785217,127.4197919,2020-03-04,3650000,대전광역시 중구
엘콩작은도서관,대전광역시,중구,작은도서관,"월,공휴일",09:00,19:00,09:00,19:00,00:00,00:00,28,1100,0,0,3,15,"대전광역시 중구 목중로 20번길 7, 1층(중촌동)",개인,042-606-6286,,283.38,,36.33620352,127.4117191,2020-03-04,3650000,대전광역시 중구
(재)한국효문화진흥원 효문화정보실,대전광역시,중구,작은도서관,월요일,09:30,17:30,09:30,17:30,09:30,17:30,20,4323,0,0,0,0,대전광역시 중구 뿌리공원로 45(안영동),재)한국효문화진흥원,042-580-9000,,58.33,,36.28576734,127.3832031,2020-03-04,3650000,대전광역시 중구
달서구립도원도서관,대구광역시,달서구,공공도서관,매주 월요일 및 법정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,246,102462,32,4486,10,15,대구광역시 달서구 한실로 113(도원동),대구광역시 달서구청,053-667-4840,738,1230,http://www.dalseolib.kr,35.8067950486,128.5390595,2020-03-03,3470000,대구광역시 달서구
달서어린이도서관,대구광역시,달서구,공공도서관,매주 금요일 및 법정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,155,87481,17,4240,10,15,대구광역시 달서구 송현로 45(상인동),대구광역시 달서구청,053-667-4860,523.4,1380.24,http://www.dalseolib.kr,35.82248657,128.5470123,2020-03-03,3470000,대구광역시 달서구
달서구립성서도서관,대구광역시,달서구,공공도서관,매주 월요일 및 법정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,301,96410,32,3005,10,15,대구광역시 달서구 선원남로 129(이곡동),대구광역시 달서구청,053-667-4900,821.9,1979.48,http://www.dalseolib.kr,35.85741306,128.5144577,2020-03-03,3470000,대구광역시 달서구
달서구립본리도서관,대구광역시,달서구,공공도서관,매주 금요일 및 법정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,310,86949,40,1737,10,15,대구광역시 달서구 당산로 37-25(본리동),대구광역시 달서구청,053-667-4930,1302.7,2040.3,http://www.dalseolib.kr,35.84055483,128.5418122,2020-03-03,3470000,대구광역시 달서구
달서구립달서가족문화도서관,대구광역시,달서구,공공도서관,매주 월요일 및 법정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,306,63197,32,731,10,15,대구광역시 달서구 조암남로 137(대천동),대구광역시 달서구청,053-667-4970,1988,2895.59,http://www.dalseolib.kr,35.8174867576,128.5191876723,2020-03-03,3470000,대구광역시 달서구
달서구립달서영어도서관,대구광역시,달서구,공공도서관,매주 금요일 및 법정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,119,15605,23,705,10,15,대구광역시 달서구 중흥로6길 10,대구광역시 달서구청,053-667-4950,494.9,927.73,http://www.dalseolib.kr,35.83126387,128.555219,2020-03-03,3470000,대구광역시 달서구
행정정보 문고센터,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,15,20586,14,0,5,15,대구광역시 달서구 학산로 45 (월성동 281),대구광역시 달서구청,053-667-4815,,111.6,,35.82991428,128.5328409,2020-03-03,3470000,대구광역시 달서구
죽전동 공립작은도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,12,8456,3,0,5,15,대구광역시 달서구 와룡로54길 28 (죽전동 204-12),대구광역시 달서구 죽전동 주민센터,053-667-4214,,43.8,,35.85578734,128.5398014,2020-03-03,3470000,대구광역시 달서구
웃는얼굴아트센터 도서실,대구광역시,달서구,작은도서관,매주 일요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,53,23322,4,724,5,15,대구광역시 달서구 문화회관길 160 (장기동 722-1),(재)달서문화재단,053-584-9274,,170,,35.8428586646,128.5221240708,2020-03-03,3470000,대구광역시 달서구
